Profile ID,Date and time (dd/mm/yyyy HH:MM AEST),Significant wave height (m),Peak wave period (s),Direction (degrees TN),Flag
PF1,24/10/2007 0:00,0.95,12.14,117,MEAS
PF1,24/10/2007 1:00,0.94,11.8,111,INTERP
PF1,24/10/2007 2:00,0.92,11.45,105,MEAS
PF1,24/10/2007 3:00,0.99,10.83,104,MEAS
PF1,24/10/2007 4:00,1,10.83,103,INTERP
PF1,24/10/2007 5:00,1,10.83,102,MEAS
PF1,24/10/2007 6:00,1.03,10.27,107,MEAS
PF1,24/10/2007 7:00,1.03,10.27,103,INTERP
PF1,24/10/2007 8:00,1.03,10.27,99,MEAS
PF1,24/10/2007 9:00,1.06,10.27,100,MEAS
PF1,24/10/2007 10:00,1.05,9.4,102,INTERP
PF1,24/10/2007 11:00,1.04,8.52,105,MEAS
PF1,24/10/2007 12:00,0.99,9.77,103,MEAS
PF1,24/10/2007 13:00,0.97,9.77,99,INTERP
PF1,24/10/2007 14:00,0.96,9.77,94,MEAS
PF1,24/10/2007 15:00,1.04,8.9,102,MEAS
PF1,24/10/2007 16:00,1.04,10.17,113,INTERP
PF1,24/10/2007 17:00,1.04,11.45,121,MEAS
PF1,24/10/2007 18:00,1.05,10.27,115,MEAS
PF1,24/10/2007 19:00,1.03,8.13,122,INTERP
PF1,24/10/2007 20:00,0.85,5.98,131,MEAS
PF1,24/10/2007 21:00,1.16,12.14,115,MEAS
PF1,24/10/2007 22:00,1.17,11.8,112,INTERP
PF1,24/10/2007 23:00,1.18,11.45,109,MEAS
PF1,25/10/2007 0:00,1.11,12.14,116,MEAS
PF1,25/10/2007 1:00,1.07,11.49,119,INTERP
PF1,25/10/2007 2:00,1.03,10.83,122,MEAS
PF1,25/10/2007 3:00,1.09,10.83,121,MEAS
PF1,25/10/2007 4:00,1.1,11.14,118,INTERP
PF1,25/10/2007 5:00,1.1,11.45,115,MEAS
PF1,25/10/2007 6:00,1.05,12.93,125,MEAS
PF1,25/10/2007 7:00,1.07,12.93,123,INTERP
PF1,25/10/2007 8:00,1.05,12.93,119,MEAS
PF1,25/10/2007 9:00,1.05,12.14,112,MEAS
PF1,25/10/2007 10:00,1.04,12.14,115,INTERP
PF1,25/10/2007 11:00,1.03,12.14,117,MEAS
PF1,25/10/2007 12:00,1,12.14,111,MEAS
PF1,25/10/2007 13:00,1.01,12.98,123,INTERP
PF1,25/10/2007 14:00,0.88,13.82,127,MEAS
PF1,25/10/2007 15:00,1.01,13.82,124,MEAS
PF1,25/10/2007 16:00,1.02,13.82,124,INTERP
PF1,25/10/2007 17:00,1.03,13.82,124,MEAS
PF1,25/10/2007 18:00,1.05,13.82,121,MEAS
PF1,25/10/2007 19:00,1.05,14.33,125,INTERP
PF1,25/10/2007 20:00,0.99,14.85,127,MEAS
PF1,25/10/2007 21:00,1.17,13.82,125,MEAS
PF1,25/10/2007 22:00,1.1,13.82,126,INTERP
PF1,25/10/2007 23:00,1.03,13.82,126,MEAS
PF1,26/10/2007 0:00,1.08,12.93,125,MEAS
PF1,26/10/2007 1:00,1.11,13.37,124,INTERP
PF1,26/10/2007 2:00,1.11,13.82,122,MEAS
PF1,26/10/2007 3:00,1.03,13.82,124,MEAS
PF1,26/10/2007 4:00,1,13.38,124,INTERP
PF1,26/10/2007 5:00,0.95,12.93,123,MEAS
PF1,26/10/2007 6:00,1.02,13.82,123,MEAS
PF1,26/10/2007 7:00,1.06,14.33,123,INTERP
PF1,26/10/2007 8:00,1.11,14.85,122,MEAS
PF1,26/10/2007 9:00,0.93,11.45,95,MEAS
PF1,26/10/2007 10:00,1.01,13.15,115,INTERP
PF1,26/10/2007 11:00,0.99,14.85,125,MEAS
PF1,26/10/2007 12:00,0.9,12.93,125,MEAS
PF1,26/10/2007 13:00,1,13.23,122,INTERP
PF1,26/10/2007 14:00,1.06,13.52,117,MEAS
PF1,26/10/2007 15:00,1.12,13.23,111,MEAS
PF1,26/10/2007 16:00,1.1,10.13,99,INTERP
PF1,26/10/2007 17:00,1.12,7.03,83,MEAS
PF1,26/10/2007 18:00,1.08,12.93,125,MEAS
PF1,26/10/2007 19:00,1.11,13.37,125,INTERP
PF1,26/10/2007 20:00,1.13,13.82,124,MEAS
PF1,26/10/2007 21:00,1.12,12.93,123,MEAS
PF1,26/10/2007 22:00,1.14,13.37,124,INTERP
PF1,26/10/2007 23:00,1.14,13.82,125,MEAS
PF1,27/10/2007 0:00,1.19,14.85,125,MEAS
PF1,27/10/2007 1:00,1.32,11.35,116,INTERP
PF1,27/10/2007 2:00,1.46,7.85,93,MEAS
PF1,27/10/2007 3:00,1.47,7.85,98,MEAS
PF1,27/10/2007 4:00,1.42,8.37,96,INTERP
PF1,27/10/2007 5:00,1.37,8.9,95,MEAS
PF1,27/10/2007 6:00,1.43,8.9,100,MEAS
PF1,27/10/2007 7:00,1.42,8.54,97,INTERP
PF1,27/10/2007 8:00,1.42,8.17,93,MEAS
PF1,27/10/2007 9:00,1.47,7.56,101,MEAS
PF1,27/10/2007 10:00,1.44,7.56,99,INTERP
PF1,27/10/2007 11:00,1.41,7.56,98,MEAS
PF1,27/10/2007 12:00,1.28,8.9,91,MEAS
PF1,27/10/2007 13:00,1.31,8.54,95,INTERP
PF1,27/10/2007 14:00,1.35,8.17,99,MEAS
PF1,27/10/2007 15:00,1.2,8.52,97,MEAS
PF1,27/10/2007 16:00,1.17,8.71,99,INTERP
PF1,27/10/2007 17:00,1.13,8.9,101,MEAS
PF1,27/10/2007 18:00,1.09,8.17,99,MEAS
PF1,27/10/2007 19:00,1.11,8.01,99,INTERP
PF1,27/10/2007 20:00,1.12,7.85,98,MEAS
PF1,27/10/2007 21:00,1.08,7.85,99,MEAS
PF1,27/10/2007 22:00,1.04,7.57,94,INTERP
PF1,27/10/2007 23:00,1,7.28,89,MEAS
PF1,28/10/2007 0:00,1.02,8.52,96,MEAS
PF1,28/10/2007 1:00,0.99,8.19,93,INTERP
PF1,28/10/2007 2:00,0.96,7.85,89,MEAS
PF1,28/10/2007 3:00,0.99,8.17,99,MEAS
PF1,28/10/2007 4:00,0.97,8.17,97,INTERP
PF1,28/10/2007 5:00,0.96,8.17,95,MEAS
PF1,28/10/2007 6:00,1.02,7.56,100,MEAS
PF1,28/10/2007 7:00,0.99,7.86,100,INTERP
PF1,28/10/2007 8:00,0.95,8.17,101,MEAS
PF1,28/10/2007 9:00,1.01,6.79,99,MEAS
PF1,28/10/2007 10:00,1.11,7.65,103,INTERP
PF1,28/10/2007 11:00,1.2,8.52,106,MEAS
PF1,28/10/2007 12:00,1.26,8.52,100,MEAS
PF1,28/10/2007 13:00,1.21,8.35,104,INTERP
PF1,28/10/2007 14:00,1.15,8.17,108,MEAS
PF1,28/10/2007 15:00,1.12,8.17,96,MEAS
PF1,28/10/2007 16:00,1.16,8.01,93,INTERP
PF1,28/10/2007 17:00,1.2,7.85,89,MEAS
PF1,28/10/2007 18:00,1.22,7.85,91,MEAS
PF1,28/10/2007 19:00,1.18,7.85,88,INTERP
PF1,28/10/2007 20:00,1.13,7.85,85,MEAS
PF1,28/10/2007 21:00,1.12,7.85,88,MEAS
PF1,28/10/2007 22:00,1.1,7.57,87,INTERP
PF1,28/10/2007 23:00,1.08,7.28,85,MEAS
PF1,29/10/2007 0:00,1.11,7.85,89,MEAS
PF1,29/10/2007 1:00,1.12,7.57,88,INTERP
PF1,29/10/2007 2:00,1.12,7.28,88,MEAS
PF1,29/10/2007 3:00,1.13,7.28,86,MEAS
PF1,29/10/2007 4:00,1.2,7.42,89,INTERP
PF1,29/10/2007 5:00,1.27,7.56,92,MEAS
PF1,29/10/2007 6:00,1.22,7.56,91,MEAS
PF1,29/10/2007 7:00,1.28,7.42,90,INTERP
PF1,29/10/2007 8:00,1.33,7.28,88,MEAS
PF1,29/10/2007 9:00,1.32,8.17,95,MEAS
PF1,29/10/2007 10:00,1.31,8.01,91,INTERP
PF1,29/10/2007 11:00,1.3,7.85,87,MEAS
PF1,29/10/2007 12:00,1.38,8.17,86,MEAS
PF1,29/10/2007 13:00,1.37,8.34,87,INTERP
PF1,29/10/2007 14:00,1.36,8.52,88,MEAS
PF1,29/10/2007 15:00,1.34,8.9,88,MEAS
PF1,29/10/2007 16:00,1.28,8.54,88,INTERP
PF1,29/10/2007 17:00,1.22,8.17,89,MEAS
PF1,29/10/2007 18:00,1.14,8.52,85,MEAS
PF1,29/10/2007 19:00,1.1,8.71,88,INTERP
PF1,29/10/2007 20:00,1.06,8.9,90,MEAS
PF1,29/10/2007 21:00,1.23,8.17,90,MEAS
PF1,29/10/2007 22:00,1.3,8.34,92,INTERP
PF1,29/10/2007 23:00,1.37,8.52,93,MEAS
PF1,30/10/2007 0:00,1.3,8.52,95,MEAS
PF1,30/10/2007 1:00,1.34,8.35,95,INTERP
PF1,30/10/2007 2:00,1.38,8.17,94,MEAS
PF1,30/10/2007 3:00,1.35,8.52,94,MEAS
PF1,30/10/2007 4:00,1.33,8.71,96,INTERP
PF1,30/10/2007 5:00,1.31,8.9,98,MEAS
PF1,30/10/2007 6:00,1.41,8.9,98,MEAS
PF1,30/10/2007 7:00,1.3,9.33,97,INTERP
PF1,30/10/2007 8:00,1.19,9.77,95,MEAS
PF1,30/10/2007 9:00,1.26,8.9,108,MEAS
PF1,30/10/2007 10:00,1.15,9.33,103,INTERP
PF1,30/10/2007 11:00,1.03,9.77,98,MEAS
PF1,30/10/2007 12:00,1.05,10.27,107,MEAS
PF1,30/10/2007 13:00,1.04,9.59,110,INTERP
PF1,30/10/2007 14:00,1.02,8.9,114,MEAS
PF1,30/10/2007 15:00,0.99,9.32,113,MEAS
PF1,30/10/2007 16:00,0.99,9.32,110,INTERP
PF1,30/10/2007 17:00,0.99,9.32,107,MEAS
PF1,30/10/2007 18:00,0.97,8.9,119,MEAS
PF1,30/10/2007 19:00,1.04,8.71,118,INTERP
PF1,30/10/2007 20:00,1.12,8.52,117,MEAS
PF1,30/10/2007 21:00,1.18,9.32,112,MEAS
PF1,30/10/2007 22:00,1.16,8.59,116,INTERP
PF1,30/10/2007 23:00,1.12,7.85,120,MEAS
PF1,31/10/2007 0:00,1.13,8.9,116,MEAS
PF1,31/10/2007 1:00,1.17,8.71,112,INTERP
PF1,31/10/2007 2:00,1.2,8.52,106,MEAS
PF1,31/10/2007 3:00,1.04,8.9,111,MEAS
PF1,31/10/2007 4:00,1,8.71,107,INTERP
PF1,31/10/2007 5:00,0.96,8.52,103,MEAS
PF1,31/10/2007 6:00,0.95,8.52,102,MEAS
PF1,31/10/2007 7:00,0.92,8.52,105,INTERP
PF1,31/10/2007 8:00,0.89,8.52,108,MEAS
PF1,31/10/2007 9:00,0.91,8.52,117,MEAS
PF1,31/10/2007 10:00,0.92,8.52,113,INTERP
PF1,31/10/2007 11:00,0.92,8.52,110,MEAS
PF1,31/10/2007 12:00,0.89,8.9,110,MEAS
PF1,31/10/2007 13:00,0.91,8.9,111,INTERP
PF1,31/10/2007 14:00,0.92,8.9,112,MEAS
PF1,31/10/2007 15:00,0.82,8.17,123,MEAS
PF1,31/10/2007 16:00,0.84,8.53,120,INTERP
PF1,31/10/2007 17:00,0.84,8.9,117,MEAS
PF1,31/10/2007 18:00,0.8,8.17,121,MEAS
PF1,31/10/2007 19:00,0.84,8.01,118,INTERP
PF1,31/10/2007 20:00,0.88,7.85,114,MEAS
PF1,31/10/2007 21:00,0.86,8.17,121,MEAS
PF1,31/10/2007 22:00,0.9,8.01,117,INTERP
PF1,31/10/2007 23:00,0.95,7.85,113,MEAS
PF1,1/11/2007 0:00,0.94,7.56,121,MEAS
PF1,1/11/2007 1:00,0.96,8.66,116,INTERP
PF1,1/11/2007 2:00,0.96,9.77,111,MEAS
PF1,1/11/2007 3:00,0.93,10.27,98,MEAS
PF1,1/11/2007 4:00,0.95,10.02,100,INTERP
PF1,1/11/2007 5:00,0.96,9.77,103,MEAS
PF1,1/11/2007 6:00,0.93,9.77,103,MEAS
PF1,1/11/2007 7:00,0.95,10.02,103,INTERP
PF1,1/11/2007 8:00,0.96,10.27,104,MEAS
PF1,1/11/2007 9:00,0.96,10.27,103,MEAS
PF1,1/11/2007 10:00,0.99,10.02,105,INTERP
PF1,1/11/2007 11:00,1.03,9.77,107,MEAS
PF1,1/11/2007 12:00,0.97,9.77,113,MEAS
PF1,1/11/2007 13:00,0.94,8.97,116,INTERP
PF1,1/11/2007 14:00,0.92,8.17,120,MEAS
PF1,1/11/2007 15:00,0.96,9.32,113,MEAS
PF1,1/11/2007 16:00,0.97,8.92,113,INTERP
PF1,1/11/2007 17:00,0.99,8.52,113,MEAS
PF1,1/11/2007 18:00,0.93,8.9,114,MEAS
PF1,1/11/2007 19:00,0.93,8.9,112,INTERP
PF1,1/11/2007 20:00,0.94,8.9,110,MEAS
PF1,1/11/2007 21:00,0.88,9.77,101,MEAS
PF1,1/11/2007 22:00,0.92,9.55,104,INTERP
PF1,1/11/2007 23:00,0.95,9.32,108,MEAS
PF1,2/11/2007 0:00,0.87,8.9,111,MEAS
PF1,2/11/2007 1:00,0.86,8.71,111,INTERP
PF1,2/11/2007 2:00,0.84,8.52,111,MEAS
PF1,2/11/2007 3:00,0.85,8.9,110,MEAS
PF1,2/11/2007 4:00,0.85,8.9,110,INTERP
PF1,2/11/2007 5:00,0.86,8.9,111,MEAS
PF1,2/11/2007 6:00,0.89,10.27,105,MEAS
PF1,2/11/2007 7:00,0.87,9.8,105,INTERP
PF1,2/11/2007 8:00,0.86,9.32,105,MEAS
PF1,2/11/2007 9:00,0.85,9.77,105,MEAS
PF1,2/11/2007 10:00,0.83,10.02,106,INTERP
PF1,2/11/2007 11:00,0.82,10.27,107,MEAS
PF1,2/11/2007 12:00,0.85,9.77,113,MEAS
PF1,2/11/2007 13:00,0.86,9.34,110,INTERP
PF1,2/11/2007 14:00,0.87,8.9,107,MEAS
PF1,2/11/2007 15:00,0.86,9.77,107,MEAS
PF1,2/11/2007 16:00,0.88,9.77,107,INTERP
PF1,2/11/2007 17:00,0.9,9.77,107,MEAS
PF1,2/11/2007 18:00,0.96,9.77,113,MEAS
PF1,2/11/2007 19:00,0.95,9.55,110,INTERP
PF1,2/11/2007 20:00,0.95,9.32,106,MEAS
PF1,2/11/2007 21:00,0.93,8.9,98,MEAS
PF1,2/11/2007 22:00,0.94,8.71,100,INTERP
PF1,2/11/2007 23:00,0.94,8.52,102,MEAS
PF1,3/11/2007 0:00,0.87,8.9,105,MEAS
PF1,3/11/2007 1:00,0.94,8.38,97,INTERP
PF1,3/11/2007 2:00,0.98,7.85,89,MEAS
PF1,3/11/2007 3:00,1.04,9.77,102,MEAS
PF1,3/11/2007 4:00,1.05,9.34,120,INTERP
PF1,3/11/2007 5:00,0.82,8.9,129,MEAS
PF1,3/11/2007 6:00,1.13,9.32,121,MEAS
PF1,3/11/2007 7:00,1.07,9.32,124,INTERP
PF1,3/11/2007 8:00,1.01,9.32,125,MEAS
PF1,3/11/2007 9:00,0.77,8.9,130,MEAS
PF1,3/11/2007 10:00,0.89,9.33,128,INTERP
PF1,3/11/2007 11:00,1,9.77,127,MEAS
PF1,3/11/2007 12:00,0.41,5.64,143,MEAS
PF1,3/11/2007 13:00,0.54,7.08,136,INTERP
PF1,3/11/2007 14:00,0.66,8.52,131,MEAS
PF1,3/11/2007 15:00,1.04,10.27,117,MEAS
PF1,3/11/2007 16:00,0.97,10.02,122,INTERP
PF1,3/11/2007 17:00,0.88,9.77,125,MEAS
PF1,3/11/2007 18:00,0.87,10.27,125,MEAS
PF1,3/11/2007 19:00,0.91,10.02,123,INTERP
PF1,3/11/2007 20:00,0.94,9.77,120,MEAS
PF1,3/11/2007 21:00,0.97,9.77,117,MEAS
PF1,3/11/2007 22:00,0.96,10.02,114,INTERP
PF1,3/11/2007 23:00,0.94,10.27,110,MEAS
PF1,4/11/2007 0:00,0.91,10.27,118,MEAS
PF1,4/11/2007 1:00,0.96,9.59,120,INTERP
PF1,4/11/2007 2:00,1.01,8.9,121,MEAS
PF1,4/11/2007 3:00,1.05,10.27,109,MEAS
PF1,4/11/2007 4:00,1.01,10.02,113,INTERP
PF1,4/11/2007 5:00,0.95,9.77,116,MEAS
PF1,4/11/2007 6:00,0.97,9.77,113,MEAS
PF1,4/11/2007 7:00,0.93,10.02,113,INTERP
PF1,4/11/2007 8:00,0.88,10.27,112,MEAS
PF1,4/11/2007 9:00,0.95,10.27,111,MEAS
PF1,4/11/2007 10:00,0.89,10.02,115,INTERP
PF1,4/11/2007 11:00,0.82,9.77,118,MEAS
PF1,4/11/2007 12:00,0.73,8.9,125,MEAS
PF1,4/11/2007 13:00,0.85,9.86,114,INTERP
PF1,4/11/2007 14:00,0.84,10.83,98,MEAS
PF1,4/11/2007 15:00,0.79,9.77,103,MEAS
PF1,4/11/2007 16:00,0.78,10.02,101,INTERP
PF1,4/11/2007 17:00,0.77,10.27,99,MEAS
PF1,4/11/2007 18:00,0.79,10.27,110,MEAS
PF1,4/11/2007 19:00,0.78,10.27,111,INTERP
PF1,4/11/2007 20:00,0.78,10.27,112,MEAS
PF1,4/11/2007 21:00,0.98,10.83,101,MEAS
PF1,4/11/2007 22:00,1.26,8.7,121,INTERP
PF1,4/11/2007 23:00,0.86,6.56,137,MEAS
PF1,5/11/2007 0:00,1.1,6.79,133,MEAS
PF1,5/11/2007 1:00,1.17,7.65,132,INTERP
PF1,5/11/2007 2:00,1.22,8.52,131,MEAS
PF1,5/11/2007 3:00,1.76,10.27,128,MEAS
PF1,5/11/2007 4:00,1.83,10.27,128,INTERP
PF1,5/11/2007 5:00,1.89,10.27,128,MEAS
PF1,5/11/2007 6:00,2.23,9.77,129,MEAS
PF1,5/11/2007 7:00,2.68,10.61,128,INTERP
PF1,5/11/2007 8:00,3.16,11.45,127,MEAS
PF1,5/11/2007 9:00,2.54,9.32,128,MEAS
PF1,5/11/2007 10:00,3.01,10.73,127,INTERP
PF1,5/11/2007 11:00,3.47,12.14,127,MEAS
PF1,5/11/2007 12:00,3.16,12.14,127,MEAS
PF1,5/11/2007 13:00,3.3,11.8,126,INTERP
PF1,5/11/2007 14:00,3.44,11.45,126,MEAS
PF1,5/11/2007 15:00,3.5,12.14,125,MEAS
PF1,5/11/2007 16:00,3.35,11.49,125,INTERP
PF1,5/11/2007 17:00,3.19,10.83,126,MEAS
PF1,5/11/2007 18:00,3.34,11.45,124,MEAS
PF1,5/11/2007 19:00,3.06,11.45,125,INTERP
PF1,5/11/2007 20:00,2.77,11.45,125,MEAS
PF1,5/11/2007 21:00,2.83,11.45,125,MEAS
PF1,5/11/2007 22:00,2.77,11.14,125,INTERP
PF1,5/11/2007 23:00,2.72,10.83,124,MEAS
PF1,6/11/2007 0:00,2.73,10.83,126,MEAS
PF1,6/11/2007 1:00,2.56,10.55,126,INTERP
PF1,6/11/2007 2:00,2.4,10.27,126,MEAS
PF1,6/11/2007 3:00,2.61,10.83,123,MEAS
PF1,6/11/2007 4:00,2.46,10.3,125,INTERP
PF1,6/11/2007 5:00,2.3,9.77,126,MEAS
PF1,6/11/2007 6:00,2.48,10.27,124,MEAS
PF1,6/11/2007 7:00,2.27,9.8,125,INTERP
PF1,6/11/2007 8:00,2.07,9.32,125,MEAS
PF1,6/11/2007 9:00,2.11,10.27,125,MEAS
PF1,6/11/2007 10:00,1.98,10.02,124,INTERP
PF1,6/11/2007 11:00,1.84,9.77,122,MEAS
PF1,6/11/2007 12:00,1.92,9.77,121,MEAS
PF1,6/11/2007 13:00,1.89,9.66,121,INTERP
PF1,6/11/2007 14:00,1.85,9.54,121,MEAS
PF1,6/11/2007 15:00,1.84,9.32,119,MEAS
PF1,6/11/2007 16:00,1.8,10.07,122,INTERP
PF1,6/11/2007 17:00,1.79,10.83,124,MEAS
PF1,6/11/2007 18:00,1.67,11.45,123,MEAS
PF1,6/11/2007 19:00,1.74,11.14,124,INTERP
PF1,6/11/2007 20:00,1.8,10.83,125,MEAS
PF1,6/11/2007 21:00,1.84,10.83,125,MEAS
PF1,6/11/2007 22:00,1.91,10.55,123,INTERP
PF1,6/11/2007 23:00,1.97,10.27,120,MEAS
PF1,7/11/2007 0:00,1.99,9.77,120,MEAS
PF1,7/11/2007 1:00,2.01,10.02,120,INTERP
PF1,7/11/2007 2:00,2.02,10.27,119,MEAS
PF1,7/11/2007 3:00,2.01,10.27,118,MEAS
PF1,7/11/2007 4:00,2.02,10.02,117,INTERP
PF1,7/11/2007 5:00,2.03,9.77,116,MEAS
PF1,7/11/2007 6:00,1.93,9.77,119,MEAS
PF1,7/11/2007 7:00,1.93,10.02,117,INTERP
PF1,7/11/2007 8:00,1.93,10.27,114,MEAS
PF1,7/11/2007 9:00,1.77,9.77,116,MEAS
PF1,7/11/2007 10:00,1.72,9.77,118,INTERP
PF1,7/11/2007 11:00,1.66,9.77,119,MEAS
PF1,7/11/2007 12:00,1.58,9.77,120,MEAS
PF1,7/11/2007 13:00,1.62,10.02,121,INTERP
PF1,7/11/2007 14:00,1.66,10.27,122,MEAS
PF1,7/11/2007 15:00,1.57,9.32,123,MEAS
PF1,7/11/2007 16:00,1.54,9.54,123,INTERP
PF1,7/11/2007 17:00,1.51,9.77,124,MEAS
PF1,7/11/2007 18:00,1.68,9.77,122,MEAS
PF1,7/11/2007 19:00,1.59,9.55,124,INTERP
PF1,7/11/2007 20:00,1.48,9.32,125,MEAS
PF1,7/11/2007 21:00,1.51,9.32,123,MEAS
PF1,7/11/2007 22:00,1.49,9.32,122,INTERP
PF1,7/11/2007 23:00,1.47,9.32,122,MEAS
PF1,8/11/2007 0:00,1.47,9.32,124,MEAS
PF1,8/11/2007 1:00,1.51,9.54,122,INTERP
PF1,8/11/2007 2:00,1.54,9.77,121,MEAS
PF1,8/11/2007 3:00,1.44,10.27,119,MEAS
PF1,8/11/2007 4:00,1.43,10.27,116,INTERP
PF1,8/11/2007 5:00,1.41,10.27,113,MEAS
PF1,8/11/2007 6:00,1.37,9.32,111,MEAS
PF1,8/11/2007 7:00,1.33,9.54,117,INTERP
PF1,8/11/2007 8:00,1.29,9.77,121,MEAS
PF1,8/11/2007 9:00,1.27,9.32,118,MEAS
PF1,8/11/2007 10:00,1.24,9.54,118,INTERP
PF1,8/11/2007 11:00,1.21,9.77,118,MEAS
PF1,8/11/2007 12:00,1.19,9.77,118,MEAS
PF1,8/11/2007 13:00,1.21,9.77,121,INTERP
PF1,8/11/2007 14:00,1.22,9.77,122,MEAS
PF1,8/11/2007 15:00,1.24,9.32,120,MEAS
PF1,8/11/2007 16:00,1.26,9.32,117,INTERP
PF1,8/11/2007 17:00,1.28,9.32,114,MEAS
PF1,8/11/2007 18:00,1.33,8.9,114,MEAS
PF1,8/11/2007 19:00,1.31,8.71,118,INTERP
PF1,8/11/2007 20:00,1.27,8.52,122,MEAS
PF1,8/11/2007 21:00,1.34,8.9,119,MEAS
PF1,8/11/2007 22:00,1.34,8.54,116,INTERP
PF1,8/11/2007 23:00,1.34,8.17,112,MEAS
PF1,9/11/2007 0:00,1.27,8.17,115,MEAS
PF1,9/11/2007 1:00,1.39,7.37,113,INTERP
PF1,9/11/2007 2:00,1.48,6.56,111,MEAS
PF1,9/11/2007 3:00,1.52,8.52,110,MEAS
PF1,9/11/2007 4:00,1.54,8.52,110,INTERP
PF1,9/11/2007 5:00,1.57,8.52,110,MEAS
PF1,9/11/2007 6:00,1.61,8.17,112,MEAS
PF1,9/11/2007 7:00,1.57,8.17,111,INTERP
PF1,9/11/2007 8:00,1.53,8.17,110,MEAS
PF1,9/11/2007 9:00,1.57,8.17,112,MEAS
PF1,9/11/2007 10:00,1.54,8.17,110,INTERP
PF1,9/11/2007 11:00,1.5,8.17,108,MEAS
PF1,9/11/2007 12:00,1.54,8.52,113,MEAS
PF1,9/11/2007 13:00,1.52,8.35,113,INTERP
PF1,9/11/2007 14:00,1.5,8.17,113,MEAS
PF1,9/11/2007 15:00,1.52,8.9,115,MEAS
PF1,9/11/2007 16:00,1.59,8.9,115,INTERP
PF1,9/11/2007 17:00,1.65,8.9,114,MEAS
PF1,9/11/2007 18:00,1.69,8.17,110,MEAS
PF1,9/11/2007 19:00,1.68,8.01,106,INTERP
PF1,9/11/2007 20:00,1.66,7.85,101,MEAS
PF1,9/11/2007 21:00,1.59,8.52,106,MEAS
PF1,9/11/2007 22:00,1.56,8.71,105,INTERP
PF1,9/11/2007 23:00,1.52,8.9,103,MEAS
PF1,10/11/2007 0:00,1.56,8.52,110,MEAS
PF1,10/11/2007 1:00,1.53,8.71,108,INTERP
PF1,10/11/2007 2:00,1.51,8.9,106,MEAS
PF1,10/11/2007 3:00,1.51,7.85,105,MEAS
PF1,10/11/2007 4:00,1.46,8.37,103,INTERP
PF1,10/11/2007 5:00,1.41,8.9,102,MEAS
PF1,10/11/2007 6:00,1.48,8.52,100,MEAS
PF1,10/11/2007 7:00,1.44,8.35,98,INTERP
PF1,10/11/2007 8:00,1.4,8.17,97,MEAS
PF1,10/11/2007 9:00,1.36,8.17,98,MEAS
PF1,10/11/2007 10:00,1.38,8.17,104,INTERP
PF1,10/11/2007 11:00,1.4,8.17,110,MEAS
PF1,10/11/2007 12:00,1.4,8.52,101,MEAS
PF1,10/11/2007 13:00,1.36,9.14,105,INTERP
PF1,10/11/2007 14:00,1.33,9.77,108,MEAS
PF1,10/11/2007 15:00,1.35,9.32,103,MEAS
PF1,10/11/2007 16:00,1.33,8.59,104,INTERP
PF1,10/11/2007 17:00,1.31,7.85,105,MEAS
PF1,10/11/2007 18:00,1.32,9.32,98,MEAS
PF1,10/11/2007 19:00,1.28,9.54,101,INTERP
PF1,10/11/2007 20:00,1.24,9.77,103,MEAS
PF1,10/11/2007 21:00,1.3,9.32,101,MEAS
PF1,10/11/2007 22:00,1.36,8.59,103,INTERP
PF1,10/11/2007 23:00,1.41,7.85,106,MEAS
PF1,11/11/2007 0:00,1.31,9.32,97,MEAS
PF1,11/11/2007 1:00,1.29,9.54,97,INTERP
PF1,11/11/2007 2:00,1.27,9.77,96,MEAS
PF1,11/11/2007 3:00,1.28,7.85,100,MEAS
PF1,11/11/2007 4:00,1.3,8.58,101,INTERP
PF1,11/11/2007 5:00,1.32,9.32,102,MEAS
PF1,11/11/2007 6:00,1.23,9.32,101,MEAS
PF1,11/11/2007 7:00,1.22,9.54,103,INTERP
PF1,11/11/2007 8:00,1.2,9.77,105,MEAS
PF1,11/11/2007 9:00,1.32,10.27,106,MEAS
PF1,11/11/2007 10:00,1.34,9.06,105,INTERP
PF1,11/11/2007 11:00,1.37,7.85,103,MEAS
PF1,11/11/2007 12:00,1.22,9.77,107,MEAS
PF1,11/11/2007 13:00,1.31,9.77,105,INTERP
PF1,11/11/2007 14:00,1.41,9.77,103,MEAS
PF1,11/11/2007 15:00,1.31,8.52,106,MEAS
PF1,11/11/2007 16:00,1.3,8.92,106,INTERP
PF1,11/11/2007 17:00,1.28,9.32,105,MEAS
PF1,11/11/2007 18:00,1.19,9.32,104,MEAS
PF1,11/11/2007 19:00,1.19,9.32,99,INTERP
PF1,11/11/2007 20:00,1.17,9.32,94,MEAS
PF1,11/11/2007 21:00,1.15,9.32,98,MEAS
PF1,11/11/2007 22:00,1.11,9.11,98,INTERP
PF1,11/11/2007 23:00,1.07,8.9,98,MEAS
PF1,12/11/2007 0:00,1.02,9.77,100,MEAS
PF1,12/11/2007 1:00,1.04,10.02,104,INTERP
PF1,12/11/2007 2:00,1.05,10.27,109,MEAS
PF1,12/11/2007 3:00,0.94,8.52,96,MEAS
PF1,12/11/2007 4:00,0.97,8.92,98,INTERP
PF1,12/11/2007 5:00,0.99,9.32,100,MEAS
PF1,12/11/2007 6:00,0.96,8.9,105,MEAS
PF1,12/11/2007 7:00,0.98,9.11,105,INTERP
PF1,12/11/2007 8:00,1,9.32,105,MEAS
